1;3;6;8,8645;0,8793;0,1462;0,1737;
1;3;6;0,001;0,0007;0,0004;0,0004;
2;6;9;0,0004;0,2456;0,0004;0,0003;
1;3;6;0,0004;0,0004;0,0002;0,0003;
2;6;9;0,0004;0,0021;0,0004;0,0003;
3;9;12;0,0004;0,0006;0,0003;0,0004;
1;3;6;0,0003;0,0003;0,0003;0,0003;
2;6;9;0,0004;0,0004;0,0002;0,0004;
3;9;12;0,0004;0,0006;0,0004;0,0004;
4;12;15;0,0003;0,2158;0,0004;0,0003;
1;3;6;0,0004;0,013;0,0029;0,0005;
2;6;9;0,0005;0,0007;0,0004;0,0004;
3;9;12;0,0003;0,0007;0,0004;0,0003;
4;12;15;0,0003;0,0017;0,0004;0,0004;
5;15;18;0,0004;0,0013;0,0005;0,0004;
1;3;6;0,0004;0,0004;0,0002;0,0003;
2;6;9;0,0002;0,0005;0,0003;0,0002;
3;9;12;0,0002;0,0004;0,0003;0,0003;
4;12;15;0,0002;0,0006;0,0003;0,0002;
5;15;18;0,0003;0,0005;0,0002;0,0003;
6;18;21;0,0003;0,0006;0,0003;0,0002;
1;3;6;0,0002;0,0002;0,0004;0,0005;
2;6;9;0,0002;0,0003;0,0004;0,0004;
3;9;12;0,0002;0,0004;0,0003;0,0003;
4;12;15;0,0003;0,0008;0,0003;0,0004;
5;15;18;0,0004;0,0007;0,0004;0,0003;
6;18;21;0,0004;0,0009;0,0004;0,0004;
7;21;24;0,0005;0,0009;0,0004;0,0004;
1;3;6;0,0003;0,0004;0,0003;0,0004;
2;6;9;0,0004;0,0005;0,0003;0,0003;
3;9;12;0,0003;0,0005;0,0004;0,0003;
4;12;15;0,0004;0,0007;0,0004;0,0003;
5;15;18;0,0004;0,0006;0,0004;0,0003;
6;18;21;0,0003;0,0007;0,0004;0,0003;
7;21;24;0,0004;0,0007;0,0004;0,0003;
8;24;27;0,0003;0,0008;0,0006;0,0003;
1;3;6;0,0004;0,0004;0,0004;0,0004;
2;6;9;0,0004;0,0005;0,0004;0,0004;
3;9;12;0,0004;0,0006;0,0004;0,0004;
4;12;15;0,0005;0,0007;0,0004;0,0003;
5;15;18;0,0004;0,0006;0,0004;0,0004;
6;18;21;0,0005;0,0006;0,0004;0,0004;
7;21;24;0,0005;0,0007;0,0003;0,0003;
8;24;27;0,0003;0,0009;0,0004;0,0003;
9;27;30;0,0005;0,0009;0,0004;0,0004;
1;3;6;0,0003;0,0004;0,0004;0,0008;
2;6;9;0,0004;0,0005;0,0004;0,0004;
3;9;12;0,0003;0,0005;0,0004;0,0003;
4;12;15;0,0004;0,0008;0,0004;0,0003;
5;15;18;0,0004;0,0006;0,0004;0,0004;
6;18;21;0,0004;0,0008;0,0005;0,0004;
